Topic	Words	Frequency	Class
65	hours, treatments, weight, hour, solutions	1	https://t.me/alagcd
70	passports, immigration, administration, passport, electronic	7	https://t.me/alagcd
73	courtesy, mali, appreciate, worse, goes	1	https://t.me/alagcd
74	sees, challenge, addressing, come, dont	4	https://t.me/alagcd
75	speedy, recovery, martyrs, mercy, wounded	4	https://t.me/alagcd
76	batches, assurances, gate, passage, seen	1	https://t.me/alagcd
77	listen, art, finally, symposium, shameless	2	https://t.me/alagcd
78	condemnation, vandalism, blogging, terrorist, crimes	2	https://t.me/alagcd
79	hole, cut, suffered, station, main	1	https://t.me/alagcd
80	victory, battle, god, jihad, supporters	7	https://t.me/alagcd
81	citizenship, knowing, violation, deports, convicted	2	https://t.me/alagcd
82	estate, real, seller, buys, introduced	4	https://t.me/alagcd
83	policies, followed, violation, considered, clear	1	https://t.me/alagcd
86	gateway, arts, prophet, amer, ancient	1	https://t.me/alagcd
90	arming, enemy, honorable, pardon, reporting	2	https://t.me/alagcd
92	enemy, possible, night, constant, repel	4	https://t.me/alagcd
96	command, 17th, conveyed, spokesman, greetings	2	https://t.me/alagcd
98	jibril, equality, stored, demolition, bashaer	1	https://t.me/alagcd
100	wagner, win, determination, army, leaders	3	https://t.me/alagcd
103	introduced, contradicts, little, salvation, sadiq	5	https://t.me/alagcd
104	deeds, speedy, victory, resolve, dedicate	5	https://t.me/alagcd
108	immediate, urgent, need, aid, areas	1	https://t.me/alagcd
110	taiba, armored, tested, warplanes, corps	2	https://t.me/alagcd
117	kassala, abide, rents, ceiling, rented	1	https://t.me/alagcd
118	happiness, love, mother, son, know	1	https://t.me/alagcd
124	chadian, crush, dreams, stance, hashem	1	https://t.me/alagcd
129	strong, threat, battles, frightening, war	4	https://t.me/alagcd
132	tribes, minni, arko, covenant, darfur	1	https://t.me/alagcd
134	restrict, involving, justification, actors, elements	1	https://t.me/alagcd
136	win, strength, god, almighty, strive	1	https://t.me/alagcd
140	burning, present, returnees, markets, house	2	https://t.me/alagcd
143	nizar, bashir, represent, al, albashir	2	https://t.me/alagcd
144	fingers, symptoms, slander, produced, actors	2	https://t.me/alagcd
147	inevitably, lessons, learned, earth, takes	1	https://t.me/alagcd
149	far, imagined, mourning, hole, thugs	5	https://t.me/alagcd
157	married, promise, appears, small, tribal	1	https://t.me/alagcd
158	assistance, affirmed, making, axes, shelter	1	https://t.me/alagcd
161	pleased, appointed, look, specialized, study	1	https://t.me/alagcd
162	wedding, salah, houses, calm, neighborhood	1	https://t.me/alagcd
170	god, tone, fence, victory, mighty	3	https://t.me/alagcd
172	sword, propose, islam, brotherhood, muslim	1	https://t.me/alagcd
178	excellency, reassured, inch, chief, great	2	https://t.me/alagcd
181	45, destroyed, rebel, large, killed	1	https://t.me/alagcd
183	expatriate, help, money, way, family	1	https://t.me/alagcd
185	hillat, attempts, continues, squares, civilians	3	https://t.me/alagcd
188	activate, incitement, lose, things, law	2	https://t.me/alagcd
191	affirming, observer, visions, participants, attend	1	https://t.me/alagcd
197	turns, fugitives, shoulders, crushed, worthy	1	https://t.me/alagcd
200	defended, befell, felt, alive, din	2	https://t.me/alagcd
205	statistics, perished, tv, niger, arabs	1	https://t.me/alagcd
206	jurisprudence, send, appeals, academy, sacrifices	1	https://t.me/alagcd
209	places, fear, intelligence, rest, house	1	https://t.me/alagcd
215	page, 69, sudantoday, sudannews, spokesperson	2	https://t.me/alagcd
217	heritage, historical, cultural, antiquities, archaeological	1	https://t.me/alagcd
219	evident, distress, strength, leadership, popularresistance	1	https://t.me/alagcd
230	demonstration, british, london, associations, activists	2	https://t.me/alagcd
233	fifteenth, sinkat, loots, waged, engaged	3	https://t.me/alagcd
238	fought, civilization, biggest, mistake, pure	3	https://t.me/alagcd
240	sleeping, interior, parties, work, ministry	1	https://t.me/alagcd
244	tried, pointing, crimes, committed, race	2	https://t.me/alagcd
245	carry, tea, dates, lot, medicines	1	https://t.me/alagcd
251	wrote, displaced, displacement, occupied, longer	1	https://t.me/alagcd
253	hungry, walking, phones, walk, mountains	1	https://t.me/alagcd
255	does, resigned, worker, hamdok, question	1	https://t.me/alagcd
259	mothers, bought, pregnant, benefited, hungry	2	https://t.me/alagcd
260	zalingei, complicated, looting, neighborhood, militias	1	https://t.me/alagcd
261	nouri, tractors, mail, tariq, hadi	1	https://t.me/alagcd
264	skin, witnessing, destruction, head, injured	1	https://t.me/alagcd
265	janjaweed, acknowledge, settle, shameless, arabs	2	https://t.me/alagcd
269	endeavors, succeed, like, practical, developed	2	https://t.me/alagcd
270	worrying, affects, doubt, chad, 150	1	https://t.me/alagcd
279	colonialism, agent, concepts, marginal, resisting	1	https://t.me/alagcd
280	dhabi, uae, complexities, lacking, calculations	2	https://t.me/alagcd
281	quotas, covered, existing, fair, standing	1	https://t.me/alagcd
-1	al, god, militia, janjaweed, mercenaries	1040	https://t.me/sport6780
0	axis, artillery, air, fasher, nyala	38	https://t.me/sport6780
1	family, school, exams, al, ayoub	14	https://t.me/sport6780
2	activities, humanitarian, kadugli, crescent, guise	3	https://t.me/sport6780
3	dealt, goal, numbering, neutralize, apartments	4	https://t.me/sport6780
4	emptied, spoils, indication, cargo, kept	1	https://t.me/sport6780
6	ethiopian, matama, ethiopia, takes, army	2	https://t.me/sport6780
8	palestinian, israel, violating, israeli, eyes	4	https://t.me/sport6780
9	villages, al, village, kikel, hasahisa	20	https://t.me/sport6780
10	intimidation, kidnapping, theft, murder, girls	1	https://t.me/sport6780
11	jelly, somali, northwest, gift, low	3	https://t.me/sport6780
12	young, women, shelter, death, retaliation	15	https://t.me/sport6780
13	god, oh, lord, ask, willing	54	https://t.me/sport6780
16	concrete, elected, positively, commitment, separation	4	https://t.me/sport6780
17	weekly, donate, donations, wants, families	1	https://t.me/sport6780
18	crimes, plundering, rules, law, ethnic	6	https://t.me/sport6780
22	struggle, victory, battle, armed, precious	23	https://t.me/sport6780
24	village, al, wad, displaced, district	20	https://t.me/sport6780
25	refugees, chad, sticks, camp, chadian	5	https://t.me/sport6780
27	base, area, axis, vehicles, artillery	14	https://t.me/sport6780
28	ethiopians, refugees, ethiopian, ethiopia, meaning	5	https://t.me/sport6780
29	forged, infiltrators, combing, cell, identity	1	https://t.me/sport6780
31	airport, flights, located, flight, aviation	6	https://t.me/sport6780
32	passport, passports, foreigners, mr, immigration	5	https://t.me/sport6780
33	proper, normally, abuses, police, regulatory	4	https://t.me/sport6780
34	rains, floods, drowning, rawaba, cut	4	https://t.me/sport6780
35	lookout, infiltrators, excuse, warned, monitoring	1	https://t.me/sport6780
36	soul, morale, revolution, bleeding, inevitable	3	https://t.me/sport6780
37	words, arman, relatives, militia, al	12	https://t.me/sport6780
38	exposes, questioning, severity, legal, spent	3	https://t.me/sport6780
39	deports, buses, halfa, 11, egypt	1	https://t.me/sport6780
40	cultivation, linked, gold, trade, mining	1	https://t.me/sport6780
45	drugs, pills, fatigue, drug, executing	3	https://t.me/sport6780
47	instructions, 48, purpose, answer, occurrence	10	https://t.me/sport6780
48	igad, insists, continental, preceded, enabling	1	https://t.me/sport6780
49	god, prophet, bless, companions, blessings	12	https://t.me/sport6780
51	hantoub, electricity, imagine, outages, restored	1	https://t.me/sport6780
52	save, experienced, extermination, cold, displaced	5	https://t.me/sport6780
53	refinery, ended, depression, strength, garden	3	https://t.me/sport6780
55	damazin, al, muhammad, abdul, hassan	12	https://t.me/sport6780
56	networks, communication, starlink, operational, devices	17	https://t.me/sport6780
57	2024, 29, ad, 24, february	2	https://t.me/sport6780
58	controversy, tijani, appointment, kamel, idris	4	https://t.me/sport6780
59	customs, ok, guidance, del, prohibition	4	https://t.me/sport6780
60	print, pennies, 34, quantity, inventory	2	https://t.me/sport6780
63	god, oh, protect, mighty, blessings	42	https://t.me/sport6780
64	love, clouds, arm, souls, disturbed	9	https://t.me/sport6780
65	clinic, visitors, attractive, park, comfort	1	https://t.me/sport6780
68	fixed, achieves, extended, pride, accountability	1	https://t.me/sport6780
70	printing, capacity, printed, passports, learned	1	https://t.me/sport6780
72	french, court, mutilation, accepts, trials	2	https://t.me/sport6780
73	mohieddin, salem, expel, invasion, happening	1	https://t.me/sport6780
74	page, share, come, like, stick	11	https://t.me/sport6780
75	speedy, recovery, mercy, martyrs, righteous	13	https://t.me/sport6780
76	vehicles, combat, losses, anti, equipment	17	https://t.me/sport6780
77	singing, sanctities, visitors, watching, code	1	https://t.me/sport6780
80	dear, god, victory, heroes, files	7	https://t.me/sport6780
81	violators, doing, deport, going, batch	3	https://t.me/sport6780
82	walked, difficulty, withdrawing, growth, 120	2	https://t.me/sport6780
84	victim, 41, rejecting, arrests, kamel	2	https://t.me/sport6780
86	guests, bite, bans, resource, followers	2	https://t.me/sport6780
87	bribe, lost, clothes, incentives, hot	2	https://t.me/sport6780
89	wants, contribute, renaissance, neighboring, good	1	https://t.me/sport6780
90	equipped, doubt, ports, fully, fear	2	https://t.me/sport6780
92	heroes, valiant, mercenaries, moving, defeat	12	https://t.me/sport6780
93	consent, pharmacists, abi, occupying, method	1	https://t.me/sport6780
94	realized, careful, wadi, happening, fuel	1	https://t.me/sport6780
96	integration, del, greeting, expertise, nightmare	2	https://t.me/sport6780
97	enlightening, summary, ministries, says, culture	1	https://t.me/sport6780
100	battalion, road, army, white, come	12	https://t.me/sport6780
103	al, diaspora, arabs, write, janjaweed	12	https://t.me/sport6780
104	valiant, art, janjaweed, resolve, reassure	13	https://t.me/sport6780
105	gas, tear, disperse, protesters, fired	2	https://t.me/sport6780
108	terrifying, enlightening, emergencies, hotel, souls	2	https://t.me/sport6780
109	displace, resettlement, 600, deporting, kill	2	https://t.me/sport6780
110	bought, concentrations, drones, deals, compatible	6	https://t.me/sport6780
111	notice, dialysis, patients, account, muhammad	1	https://t.me/sport6780
112	tunisia, unsafe, tunisian, immigrants, killing	1	https://t.me/sport6780
116	haftar, capture, libya, tom, linking	2	https://t.me/sport6780
117	housing, imagine, market, rental, hilla	3	https://t.me/sport6780
118	gaps, guarding, parents, alive, mother	4	https://t.me/sport6780
122	medical, limbs, undertake, clinics, exacerbated	3	https://t.me/sport6780
126	riyals, hajj, pilgrims, abdulaziz, umrah	6	https://t.me/sport6780
127	gangs, terrorist, city, artillery, operational	14	https://t.me/sport6780
129	likes, purify, sweeping, pages, crushing	6	https://t.me/sport6780
136	win, strength, god, strengthen, victory	4	https://t.me/sport6780
138	expense, partner, nuba, interests, coalition	1	https://t.me/sport6780
140	guided, steal, looting, property, owners	3	https://t.me/sport6780
144	fingers, symptoms, produced, actors, wealth	1	https://t.me/sport6780
147	deported, injured, voluntary, returnees, return	1	https://t.me/sport6780
149	die, refuse, look, cause, enter	3	https://t.me/sport6780
156	nasr, near, open, god, watan	3	https://t.me/sport6780
157	nubia, placed, sennar, expelled, battle	6	https://t.me/sport6780
158	reassured, terms, capabilities, services, excellency	2	https://t.me/sport6780
159	resolution, prohibits, sale, cause, community	1	https://t.me/sport6780
161	create, specialized, committees, high, committee	1	https://t.me/sport6780
162	calm, cautious, witnessed, relative, neighborhoods	9	https://t.me/sport6780
170	god, valiant, victory, ask, conquest	6	https://t.me/sport6780
175	steps, account, application, apply, reliable	1	https://t.me/sport6780
177	enlightened, history, pride, knowledge, abundant	6	https://t.me/sport6780
178	inch, great, determination, wished, chief	1	https://t.me/sport6780
180	quantity, direction, specific, heading, currently	1	https://t.me/sport6780
183	expatriates, washing, private, sure, attach	5	https://t.me/sport6780
184	nile, qatina, gandhi, box, blogging	6	https://t.me/sport6780
185	cautious, confronting, shouk, prayers, calm	1	https://t.me/sport6780
186	naval, din, captain, sheikh, command	1	https://t.me/sport6780
187	reference, denied, existence, saying, absence	1	https://t.me/sport6780
188	applied, decisively, replace, dealt, networks	2	https://t.me/sport6780
189	ugandan, kampala, attacked, witnessing, violent	1	https://t.me/sport6780
190	send, whatsapp, join, group, number	1	https://t.me/sport6780
191	affirming, observer, visions, participants, attend	2	https://t.me/sport6780
192	singa, tells, tears, child, housing	1	https://t.me/sport6780
195	middle, lesson, result, conclusion, omdurman	4	https://t.me/sport6780
196	owns, pharmacies, registered, accused, explained	1	https://t.me/sport6780
197	emirates, uae, lord, aggression, chad	3	https://t.me/sport6780
200	advice, glasses, restored, handing, trip	1	https://t.me/sport6780
202	transparent, bids, specific, deal, benefit	1	https://t.me/sport6780
206	father, studied, jihad, ukraine, studying	3	https://t.me/sport6780
207	asking, contact, money, notification, donate	1	https://t.me/sport6780
209	intelligence, gosh, salah, service, apparatus	4	https://t.me/sport6780
211	operational, gandhi, position, monitoring, friday	8	https://t.me/sport6780
212	asia, khalifa, correspondent, major, war	1	https://t.me/sport6780
213	urgently, care, malnutrition, treatment, wound	3	https://t.me/sport6780
215	69, sudantoday, sudannews, diplomat, spokesperson	1	https://t.me/sport6780
216	disaster, floods, commissioners, bride, recurrence	2	https://t.me/sport6780
219	news, khartoum, popularresistance, sudan, sudanesearmedforces	1	https://t.me/sport6780
221	oh, got, thieves, inventory, patient	1	https://t.me/sport6780
222	spring, trips, shameless, summer, winter	1	https://t.me/sport6780
225	vehicles, transport, forbidden, owners, vehicle	1	https://t.me/sport6780
228	schedule, contact, interview, communications, information	1	https://t.me/sport6780
229	blood, accept, firmly, shake, personally	1	https://t.me/sport6780
230	hisham, capitals, protest, adding, voice	1	https://t.me/sport6780
232	fighters, barrier, lions, aggressors, resistance	7	https://t.me/sport6780
235	rain, nyala, second, time, meteorology	1	https://t.me/sport6780
236	records, portion, hesitation, habitual, walked	2	https://t.me/sport6780
238	leader, battle, beware, lost, latif	5	https://t.me/sport6780
239	jazeera, collaborators, al, worked, ended	3	https://t.me/sport6780
240	imagine, alleviate, model, shelters, improve	2	https://t.me/sport6780
243	fadil, detainees, prisoners, psychological, prison	3	https://t.me/sport6780
245	kitchens, offering, representation, nutrition, competition	1	https://t.me/sport6780
247	island, exhausted, traitors, birth, approaching	3	https://t.me/sport6780
248	infantry, division, sixth, remaining, accurately	5	https://t.me/sport6780
249	girl, arqin, arrested, quantity, ambush	1	https://t.me/sport6780
250	bureau, zakat, happy, sinar, organizes	1	https://t.me/sport6780
251	reason, displacement, separated, unfortunately, speak	6	https://t.me/sport6780
253	swear, mustafa, entered, excellency, difficult	2	https://t.me/sport6780
254	hands, traitors, homeland, homelands, contrast	5	https://t.me/sport6780
258	milk, satisfaction, address, listened, clinics	1	https://t.me/sport6780
259	breastfeeding, knows, pregnant, honey, mothers	1	https://t.me/sport6780
260	expanding, using, assaulted, freely, opposite	2	https://t.me/sport6780
261	prominent, stated, mustafa, gets, 2025	4	https://t.me/sport6780
263	uae, did, emirates, gulf, dubai	1	https://t.me/sport6780
265	acknowledge, settle, shameless, janjaweed, arabs	1	https://t.me/sport6780
266	entertainment, corps, auspices, colonel, community	2	https://t.me/sport6780
269	collaborators, endeavors, succeed, slow, suspicion	3	https://t.me/sport6780
273	humiliated, morals, courage, corrupt, extent	2	https://t.me/sport6780
